Bulan,Konsumen,Kode Produk,Nama Produk,Jumlah,Satuan,
MARET 2022,"AK JAYA, APOTEK",NPH055,NOVAGESIC KAPLET 100'S (POT),180,POT,
MARET 2022,"AK JAYA, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"1,000.",UBE,
MARET 2022,"AK JAYA, APOTEK",RAM002,CALORTUSIN SYRUP 60 ML,"1,500",BTL,
MARET 2022,"AK JAYA, APOTEK",RAM013,REMCO COUGH SYRUP 60 ML,"1,250",BTL,
MARET 2022,"AK JAYA, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","2,000",POT,
MARET 2022,"AK JAYA, APOTEK",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP",288,BOX,
MARET 2022,"AK JAYA, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,500,BOX,
MARET 2022,"AK JAYA, APOTEK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"1,000",POT,
#REF!,"KELAN ANGGINA, APT",ERT001,ETABION KAPSUL 100'S,100,BOX,
#REF!,"KELAN ANGGINA, APT",ERT006,"ETADEX 0,75 MG KAPLET 200'S",20,BOX,
#REF!,"KELAN ANGGINA, APT",ERT021,ETAMOX 500 MG KAPLET 100'S,60,BOX,
#REF!,"KELAN ANGGINA, APT",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,136,BOX,
#REF!,"KELAN ANGGINA, APT",NPH003,NOVABIOTIC 500 MG KAPLET 100's,30,BOX,
#REF!,"KELAN ANGGINA, APT",NPH016,NOVADRYL SYRUP 60 ML,120,BTL,
#REF!,"KELAN ANGGINA, APT",NPH017,ALERGEN KAPLET 200'S,144,BOX,
#REF!,"KELAN ANGGINA, APT",NPH023,NOVAMAG SYRUP 60 ML,120,BTL,
#REF!,"KELAN ANGGINA, APT",NPH046,NOVAKID SYRUP 60 ml,120,BTL,
#REF!,"KELAN ANGGINA, APT",NPH069,PARAFEN KAPLET 100's,50,BOX,
#REF!,"KELAN ANGGINA, APT",NPH088,ZENTRIS (Cetirine HCl 10 mg) TABLET 100's,30,BOX,
#REF!,"KELAN ANGGINA, APT",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,30,BOX,
#REF!,"KELAN ANGGINA, APT",RAG021,ACICLOVIR KRIM 5 GR/25'S,250.,UBE,
#REF!,"KELAN ANGGINA, APT",RAM003,DEXCLOSAN TABLET 100's,50,BOX,
#REF!,"KELAN ANGGINA, APT",RAM011,TERA F KAPLET 100's,150,BOX,
#REF!,"KELAN ANGGINA, APT",RAM024,BIOVITAN SYRUP 60 ML,50,BTL,
#REF!,"KELAN ANGGINA, APT",RAM035,RANACID FORTE KAPLET 100'S,20,BOX,
#REF!,"KELAN ANGGINA, APT",SOL004,SOLPENOX 125 MG SYRUP 60 ML,180,BTL,
#REF!,"KELAN ANGGINA, APT",TRM022,LIVTEZIN 10 (Cetirizine HCl 10 mg) KAPLET 100'S,50,BOX,
#REF!,"KELAN ANGGINA, APT",TRM034,BIONCE KAPSUL 100'S,30,BOX,
#REF!,"KELAN ANGGINA, APT",YKT001,PACETIK 500 MG KAPLET 100's,75,BOX,
#REF!,"KELAN ANGGINA, APT",YKT003,TRIADENE 20 MG TABLET 100's,30,BOX,
#REF!,"KELAN ANGGINA, APT",YKT009,YEKAPONS 500 MG KAPLET 100'S,30,BOX,
#REF!,"CENTRAL, APT",ERT023,ETAMOXUL SYRUP 60 ML,500,BTL,
#REF!,"CENTRAL, APT",IFR072,YUSIMOX SYRUP 60 ML,"1,200",BTL,
#REF!,"CENTRAL, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,100,BOX,
#REF!,"CENTRAL, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,100,BOX,
#REF!,"CENTRAL, APT",NPH019,NOVAGESIC KAPLET 100'S,42,BOX,
#REF!,"CENTRAL, APT",NPH068,CEFFORD 125 DS 60 ML,600,BTL,
#REF!,"CENTRAL, APT",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,300,BOX,
#REF!,"CENTRAL, APT",RAG021,ACICLOVIR KRIM 5 GR/25'S,250.,UBE,
#REF!,"CENTRAL, APT",SMC023,SAMCOFENAC (Diclofenac Sodium) 50 MG TABLET 100'S,200,BOX,
#REF!,"CENTRAL, APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,100,BOX,
#REF!,"CENTRAL, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",500,POT,
#REF!,"CENTRAL, APT",TRM023,"DEXDE (Dexamethason 0.5mg, dex-ctm 2mg) TABLET 100'S",100,BOX,
#REF!,"PH MEDIKA, APT",NPH009,NOVAMAG TABLET 100's,20,BOX,
#REF!,"PH MEDIKA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,20,BOX,
#REF!,"PH MEDIKA, APT",NPH018,NOVATRIM TABLET 100's,20,BOX,
#REF!,"PH MEDIKA, APT",NPH029,NOVADIUM TABLET 100's,20,BOX,
#REF!,"PH MEDIKA, APT",NPH045,NUVOPEC TABLET 100's,20,BOX,
#REF!,"PH MEDIKA, APT",NPH083,GRICIN 125 MG TABLET 100's,20,BOX,
#REF!,"PH MEDIKA, APT",SOL003,SOLDEXTAM KAPLET 200'S,20,BOX,
#REF!,"PH MEDIKA, APT",TRMG009,ANTASIDA DOEN TABLET 100'S,20,BOX,
#REF!,"PH MEDIKA, APT",YKT009,YEKAPONS 500 MG KAPLET 100'S,20,BOX,
#REF!,"PH MEDIKA, APT",YKT034,LOPURIC (Allupurinol 100 mg) TABLET 100'S,20,BOX,
#REF!,"CITRA SETIA, APTK",ERT009,ETADRYL EXPECTORANT SYRUP 60 ML,250,BTL,
#REF!,"CITRA SETIA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,500,BTL,
#REF!,"CITRA SETIA, APTK",ERT028,ETAFEN SYRUP 60 ML,94,BTL,
#REF!,"CITRA SETIA, APTK",NPH005,NOVADIAR SYRUP 60 ML,300,BTL,
#REF!,"CITRA SETIA, APTK",NPH008,NOVAKAL 500 MG KAPLET 100's,50,BOX,
#REF!,"CITRA SETIA, APTK",NPH023,NOVAMAG SYRUP 60 ML,300,BTL,
#REF!,"CITRA SETIA, APTK",NPH026,NOVAMOX 500 MG KAPLET 100's,50,BOX,
#REF!,"CITRA SETIA, APTK",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),180,BTL,
#REF!,"CITRA SETIA, APTK",NPH034,NUVOPEC 15 MG SYRUP 60 ML,240,BTL,
#REF!,"CITRA SETIA, APTK",NPH052,NOVACHLOR KAPSUL 100'S ( pot ),30,POT,
#REF!,"CITRA SETIA, APTK",RAG017,AMLODIPINE BESILATE 10 MG TABLET 100'S,100,BOX,
#REF!,"CITRA SETIA, APTK",RAM011,TERA F KAPLET 100's,50,BOX,
#REF!,"CITRA SETIA, APTK",RAM052,BROXOLIC 15 MG SYRUP 60 ML,200,BTL,
#REF!,"CITRA SETIA, APTK",SPD007,BROADAPEN 500 MG KAPLET 100'S,15,BOX,
#REF!,"CITRA SETIA, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,50,BOX,
#REF!,"CITRA SETIA, APTK",TRMG009,ANTASIDA DOEN TABLET 100'S,100,BOX,
#REF!,"CITRA SETIA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),300,POT,
#REF!,"CITRA SETIA, APTK","YKT014
","YEKAPRIM FORTE KAPLET 100'S
",30,BOX,
#REF!,"CITRA SETIA, APTK",YKT027,CYROX KAPLET 100'S,50,BOX,
MEI 2022,"PUTRI FARMA 2, APT",ERT001,ETABION KAPSUL 100'S,10,BOX,
MEI 2022,"PUTRI FARMA 2, APT",IFR021,FAXIDEN 20 MG KAPLET 100'S,10,BOX,
MEI 2022,"PUTRI FARMA 2, APT",IFR062,CALCIFAR KAPLET 100'S,5,BOX,
MEI 2022,"PUTRI FARMA 2, APT",IFR063,ALOFAR 100 MG KAPLET 100'S,10,BOX,
MEI 2022,"PUTRI FARMA 2, APT",IFR065,FASIDOL 500 MG KAPLET 100'S,10,BOX,
MEI 2022,"PUTRI FARMA 2, APT",NPG006,AMPICILLIN 500 MG KAPLET 100's,200,BOX,
MEI 2022,"PUTRI FARMA 2, APT",NPH003,NOVABIOTIC 500 MG KAPLET 100's,10,BOX,
MEI 2022,"PUTRI FARMA 2, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,5,BOX,
MEI 2022,"PUTRI FARMA 2, APT",NPH019,NOVAGESIC KAPLET 100'S,15,BOX,
MEI 2022,"PUTRI FARMA 2, APT",NPH043,ROSIDON 10 MG TABLET 100's,10,BOX,
MEI 2022,"PUTRI FARMA 2, APT",NPH083,GRICIN 125 MG TABLET 100's,15,BOX,
MEI 2022,"FAMILY, APOTEK",IFR064,FARIZOL 500 MG KAPLET 100'S ,10,BOX,
MEI 2022,"FAMILY, APOTEK",IFR070,SOLINFEC TABLET 50'S,5,BOX,
MEI 2022,"FAMILY, APOTEK",NPH045,NUVOPEC TABLET 100's,5,BOX,
MEI 2022,"FAMILY, APOTEK",NPH065,CEFFORD FORTE KAPSUL 100'S,5,BOX,
MEI 2022,"FAMILY, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,10,BOX,
MEI 2022,"FAMILY, APOTEK",RAM010,RANACID TABLET 100's,10,BOX,
MEI 2022,"FAMILY, APOTEK",TRM023,"DEXDE (Dexamethason 0.5mg, dex-ctm 2mg) TABLET 100'S",10,BOX,
MEI 2022,"FAMILY, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",10,BOX,
MEI 2022,"FAMILY, APOTEK",YKT027,CYROX KAPLET 100'S,10,BOX,
MEI 2022,"TAMBA JAYA, APT",DEF012,DECYCLIN KAPSUL 100'S,24,POT,
MEI 2022,"TAMBA JAYA, APT",ERT021,ETAMOX 500 MG KAPLET 100'S,50,BOX,
MEI 2022,"TAMBA JAYA, APT",LAN001,"LANADEXON 0,5 MG KALPET 100'S",30,BOX,
MEI 2022,"TAMBA JAYA, APT",MBFG001,ONDANSETRON hci dihidrate 4 MG TAB 30'S,50,BOX,
MEI 2022,"TAMBA JAYA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,50,BOX,
MEI 2022,"TAMBA JAYA, APT",NPH029,NOVADIUM TABLET 100's,30,BOX,
MEI 2022,"TAMBA JAYA, APT",NPH037,VADROL 4 MG TABLET 100'S,30,BOX,
MEI 2022,"TAMBA JAYA, APT",NPH044,NOVAXIFEN 400 MG TABLET 100's,30,BOX,
MEI 2022,"TAMBA JAYA, APT",NPH045,NUVOPEC TABLET 100's,30,BOX,
MEI 2022,"TAMBA JAYA, APT",RAM010,RANACID TABLET 100's,50,BOX,
MEI 2022,"TAMBA JAYA, APT",RAM011,TERA F KAPLET 100's,50,BOX,
MEI 2022,"TAMBA JAYA, APT",TRM010,SEVOS 8 MG TABLET 100'S,30,BOX,
MEI 2022,"TAMBA JAYA, APT",TRM019,"TRIMABION (Vit B1, B6, B12) TABLET 100'S",30,BOX,
MEI 2022,"TAMBA JAYA, APT",YKT020,KATERGI TABLET 100's,30,BOX,
MEI 2022,"YASSER, CV. APT",ERT001,ETABION KAPSUL 100'S,10,BOX,
MEI 2022,"YASSER, CV. APT",IFR052,LERZIN KAPSUL 50's,20,BOX,
MEI 2022,"YASSER, CV. APT",IFR063,ALOFAR 100 MG KAPLET 100'S,30,BOX,
MEI 2022,"YASSER, CV. APT",IFR065,FASIDOL 500 MG KAPLET 100'S,15,BOX,
MEI 2022,"YASSER, CV. APT",IFR093,SELVIM 10 MG KAPLET 50's,10,BOX,
MEI 2022,"YASSER, CV. APT",IFR109,FASIDOL FORTE 650 MG KAPLET 100'S,10,BOX,
MEI 2022,"YASSER, CV. APT",IFR149,SELVIM 20 MG KAPLET 50'S,10,BOX,
MEI 2022,"YASSER, CV. APT",NPG006,AMPICILLIN 500 MG KAPLET 100's,140,BOX,
MEI 2022,"YASSER, CV. APT",NPH008,NOVAKAL 500 MG KAPLET 100's,10,BOX,
MEI 2022,"YASSER, CV. APT",RAM011,TERA F KAPLET 100's,10,BOX,
MEI 2022,"YASSER, CV. APT",SMC018,SAMTACID TABLET 100'S,10,BOX,
MEI 2022,"YASSER, CV. APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,10,BOX,
MEI 2022,"YASSER, CV. APT",SPD004,MEXON TABLET 100'S,10,BOX,
MEI 2022,"YASSER, CV. APT",YKT020,KATERGI TABLET 100's,3,BOX,
JUNI 2022,"PALOPAT FARMA, APT",DEF012,DECYCLIN KAPSUL 100'S,10,POT,
JUNI 2022,"PALOPAT FARMA, APT",ERT010,ETAFEN 400 MG TABLET 100'S,50,BOX,
JUNI 2022,"PALOPAT FARMA, APT",ERT023,ETAMOXUL SYRUP 60 ML,50,BTL,
JUNI 2022,"PALOPAT FARMA, APT",IFR013,ELTAZON KAPLET 100'S/BLISTER,1,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR014,FARGETIX 500 MG KAPLET 100'S,10,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR023,FLOXIFAR 500 MG KAPLET 100's,10,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR027,HISTIGO KAPLET 50'S,30,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR034,NORVOM 10 MG KAPLET 100'S,30,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR052,LERZIN KAPSUL 50's,5,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR082,YUSIMOX KAPLET 500 MG 100'S,10,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR100,KADITIC 50 MG KAPLET 50'S,10,BOX,
JUNI 2022,"PALOPAT FARMA, APT",IFR116,FLUNADIN KAPLET 100'S,15,BOX,
JUNI 2022,"PALOPAT FARMA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,15,BOX,
JUNI 2022,"PALOPAT FARMA, APT",NPG053,LORATADINE 10 MG TABLET 100'S,5,BOX,
JUNI 2022,"PALOPAT FARMA, APT",NPH019,NOVAGESIC KAPLET 100'S,10,BOX,
JUNI 2022,"PALOPAT FARMA, APT",NPH022,NOVARON KAPLET 100'S,30,BOX,
JUNI 2022,"PALOPAT FARMA, APT",NPH026,NOVAMOX 500 MG KAPLET 100's,100,BOX,
JUNI 2022,"PALOPAT FARMA, APT",NPH069,PARAFEN KAPLET 100's,9,BOX,
JUNI 2022,"PALOPAT FARMA, APT",RAM011,TERA F KAPLET 100's,5,BOX,
JUNI 2022,"PALOPAT FARMA, APT",SMC020,SAMROX 20 (Piroxicam 20 mg) KAPSUL 100'S,15,BOX,
JUNI 2022,"PALOPAT FARMA, APT",SOL003,SOLDEXTAM KAPLET 200'S,7,BOX,
JUNI 2022,"PALOPAT FARMA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,10,BOX,
JUNI 2022,"PALOPAT FARMA, APT",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),50,BOX,
JUNI 2022,"PALOPAT FARMA, APT",YKT008,YEFAMOX 500 MG KAPLET 100's,75,BOX,
JUNI 2022,"EKA JAYA, APT",DEF009,VITAMIN B COMPLEX TABLET 100'S,500,POT,
JUNI 2022,"EKA JAYA, APT",NPG018,IBUPROFEN 400 MG TABLET 100'S,264,BOX,
JUNI 2022,"EKA JAYA, APT",NPG052,PIROXICAM 10 MG TABLET 100'S,136,BOX,
JUNI 2022,"EKA JAYA, APT",NPH016,NOVADRYL SYRUP 60 ML,180,BTL,
JUNI 2022,"EKA JAYA, APT",NPH021,NOVAGYL SYRUP 60 ML,180,BTL,
JUNI 2022,"EKA JAYA, APT",RAM030,ERYRA FORTE TABLET 100's,50,BOX,
JUNI 2022,"EKA JAYA, APT",TRM004,TRIMAKAL KAPLET 100'S,100,BOX,
JUNI 2022,"EKA JAYA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,200,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",ERT001,ETABION KAPSUL 100'S,100,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,264,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,816,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPG042,CEFADROXIL 125 MG DRY SYRUP 60 ML,600,BTL,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPG052,PIROXICAM 10 MG TABLET 100'S,272,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPH003,NOVABIOTIC 500 MG KAPLET 100's,100,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPH006,NOVAGESIC SYRUP 60 ML,600,BTL,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,200,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPH025,NOVACHLOR KAPSUL 100's,100,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,200,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",NPH091,NOVARON (Metamizole Sodium) KAPLET 100'S,"1,080",POT,
JUNI 2022,"ANDALAN FARMA, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,100,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",RAM001,CALORTUSIN KAPLET 100's,200,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",RAM011,TERA F KAPLET 100's,100,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",RAM030,ERYRA FORTE TABLET 100's,50,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",SMC018,SAMTACID TABLET 100'S,130,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",TRM026,SEVOS 4 MG TABLET 100'S,150,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",TRM034,BIONCE KAPSUL 100'S,30,BOX,
JUNI 2022,"ANDALAN FARMA, APOTEK",YKT001,PACETIK 500 MG KAPLET 100's,100,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",AFI011,RESPROXOL (Ambroxol HCl 15 mg) SYRUP 60 ML,400,BTL,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",CIB006,CITOVIPLEX KAPLET 100'S,10,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",DEF009,VITAMIN B COMPLEX TABLET 100'S,300,POT,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",DEF012,DECYCLIN KAPSUL 100'S,30,POT,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",DEF013,DEFAMOL KAPLET 100'S,300,POT,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",DEF015,DEFAMOL (Paracetamol 500 mg) KAPLET 100'S,200,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,200,POT,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,200,BTL,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,180,BTL,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",SOL007,XICALOM 20 MG KAPLET 100's,15,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,30,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",SPD012,MIRASIC SYRUP 60 ML,150,BTL,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",TRM029,"VETASEN (GG, Dextromethorphan HBr, CTM) TABLET 100'S",20,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",50,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),300,POT,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",YKT022,YEKAPRIM SYRUP 60 ML,500,BTL,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",YKT027,CYROX KAPLET 100'S,20,BOX,
JUNI 2022,"LAMSIHAR FARMA, APOTEK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),200,POT,
JUNI 2022,"IMAN, APTK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,200,BOX,
JUNI 2022,"IMAN, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,30,BOX,
JUNI 2022,"IMAN, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,30,BOX,
JUNI 2022,"IMAN, APTK",NPH022,NOVARON KAPLET 100'S,100,BOX,
JUNI 2022,"IMAN, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,30,BOX,
JUNI 2022,"IMAN, APTK",RAM001,CALORTUSIN KAPLET 100's,50,BOX,
JUNI 2022,"IMAN, APTK",SMC001,SAMCOBION KAPSUL 100's,30,BOX,
JUNI 2022,"IMAN, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,100,BOX,
JUNI 2022,"IMAN, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),200,POT,
JUNI 2022,"IMAN, APTK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),200,POT,
JUNI 2022,"IMAN, APTK",YKT003,TRIADENE 20 MG TABLET 100's,100,BOX,
JUNI 2022,"IMAN, APTK",YKT022,YEKAPRIM SYRUP 60 ML,100,BTL,
JUNI 2022,"IMAN, APTK",YKT034,LOPURIC (Allupurinol 100 mg) TABLET 100'S,100,BOX,
JUNI 2022,"MELATI, APTK",DEF012,DECYCLIN KAPSUL 100'S,200,POT,
JUNI 2022,"MELATI, APTK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,100,BOX,
JUNI 2022,"MELATI, APTK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,100,BOX,
JUNI 2022,"MELATI, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
JUNI 2022,"MELATI, APTK",NPG054,MELOXICAM 15 MG TABLET 100'S,136,BOX,
JUNI 2022,"MELATI, APTK",NPH009,NOVAMAG TABLET 100's,132,BOX,
JUNI 2022,"MELATI, APTK",SMC022,OBAT GIGI CAP BURUNG KAKAK TUA 2 ML,72,BTL,
JUNI 2022,"MELATI, APTK",SOL003,SOLDEXTAM KAPLET 200'S,100,BOX,
JUNI 2022,"MELATI, APTK",TRM004,TRIMAKAL KAPLET 100'S,100,BOX,
JUNI 2022,"MELATI, APTK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),300,POT,
JUNI 2022,"MELATI, APTK",ZNT033,ZELONA TABLET 100'S,60,BOX,
#REF!,"JUARA, APOTEK",AFI012,AFIBRAMOL (Paracetamol  60mg) DROPS (Rasa Strawberry) 15 ML,3,BTL,
#REF!,"JUARA, APOTEK",ERG005,COTRIMOXAZOLE 480 MG KAPLET 100'S,1,BOX,
#REF!,"JUARA, APOTEK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,2,BOX,
#REF!,"JUARA, APOTEK",MLX007,"ALPARA 15 Catch Cover @1 strip @10 Kaplet (Paracetamol,Phenylpropanolamine HCI,Chlorphenami",3,BOX,
#REF!,"JUARA, APOTEK",NPG008,CIMETIDINE 200 MG TABLET 100's,1,BOX,
#REF!,"JUARA, APOTEK",NPG011,METRONIDAZOLE 500 MG TABLET 100's,3,BOX,
#REF!,"JUARA, APOTEK",NPG017,KETOKONAZOLE 200 MG TABLET 50'S,1,BOX,
#REF!,"JUARA, APOTEK",NPG053,LORATADINE 10 MG TABLET 100'S,1,BOX,
#REF!,"JUARA, APOTEK",NPH041,NOVACYCLINE 250 MG KAPSUL 500's,1,BOX,
#REF!,"JUARA, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,1,BOX,
#REF!,"JUARA, APOTEK",TRMG003,PREDNISON 5 MG TABLET 100'S,1,BOX,
#REF!,"JUARA, APOTEK",YKT037,YEKAFLAM (Diklofenac Potasium) 50 MG TABLET 100'S,2,BOX,
#REF!,"JADI FARMA, APOTEK",AFI003,COLDY'S JR (Ibuprofen 100mg) SUSPENSI 60 ML,100,BTL,
#REF!,"JADI FARMA, APOTEK",AFI011,RESPROXOL (Ambroxol HCl 15 mg) SYRUP 60 ML,200,BTL,
#REF!,"JADI FARMA, APOTEK",AFI016,MIMI BALM 10 GR,12.,UBE,
#REF!,"JADI FARMA, APOTEK",AFI017,ALIVE MOMMA (As. Folat 400 mcg) TABLET 100'S,5,BOX,
#REF!,"JADI FARMA, APOTEK",AFI020,"SALEP 2-4 (As. salisilat, sulfur praecipitatum) 15 GR POT/10'S",60,POT,
#REF!,"JADI FARMA, APOTEK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,20,BOX,
#REF!,"JADI FARMA, APOTEK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,100,BOX,
#REF!,"JADI FARMA, APOTEK",ERT009,ETADRYL EXPECTORANT SYRUP 60 ML,62,BTL,
#REF!,"JADI FARMA, APOTEK",ERT010,ETAFEN 400 MG TABLET 100'S,20,BOX,
#REF!,"JADI FARMA, APOTEK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,50,BTL,
#REF!,"JADI FARMA, APOTEK",ERT028,ETAFEN SYRUP 60 ML,50,BTL,
#REF!,"JADI FARMA, APOTEK",FMP010,FIMEDIAB (Glibenclamide 5 mg) KAPLET 100'S,20,BOX,
#REF!,"JADI FARMA, APOTEK",FMP011,MOMILEN NURSING CREAM 15 GR,10.,UBE,
#REF!,"JADI FARMA, APOTEK",IFR016,FARSIFEN 200 MG KAPLET 100'S,1,BOX,
#REF!,"JADI FARMA, APOTEK",MLX008,"MOLEXFLU SYRUP 60 ml ( Paracetamol,Phenylpropanolamine HCI,Chlorphenamine Maleate",60,BTL,
#REF!,"JADI FARMA, APOTEK",MLX010,MOLAPECT(Ambroxol HCI)15 mg/5 ml Syr 60 ml,12,BTL,
#REF!,"JADI FARMA, APOTEK",MLX014,"KLORFESON CREAM 10 gram (chloramphenicol,prednisolone)",48.,UBE,
#REF!,"JADI FARMA, APOTEK",YKT036,"YEKAGRIP (Paracetamol, GG, CTM, Phenylpropanolamin HCl) SYRUP 60 ML",100,BTL,
#REF!,"GABE FAMILY, APOTEK",DEF016,DEFACAL (Calcium Laktate) KAPLET 250'S,10,POT,
#REF!,"GABE FAMILY, APOTEK",ERT001,ETABION KAPSUL 100'S,10,BOX,
#REF!,"GABE FAMILY, APOTEK",ERT022,ETAMOXUL KAPLET 100'S,6,BOX,
#REF!,"GABE FAMILY, APOTEK",ERT023,ETAMOXUL SYRUP 60 ML,100,BTL,
#REF!,"GABE FAMILY, APOTEK",NPH008,NOVAKAL 500 MG KAPLET 100's,10,BOX,
#REF!,"GABE FAMILY, APOTEK",NPH012,NOVATRIM SYRUP 60 ML,110,BTL,
#REF!,"GABE FAMILY, APOTEK",NPH015,NOVAFLOX 500 MG KAPLET 100's,6,BOX,
#REF!,"GABE FAMILY, APOTEK",NPH023,NOVAMAG SYRUP 60 ML,60,BTL,
