No,Bulan,Konsumen,Kode Produk,Nama Produk,Stock Ready,Jumlah Barang,Jlh barang,Harga,Jumlah Harga,,,
2002,2022-03,"ARMIA FARMA, APOTIK",YKT001,PACETIK 500 MG KAPLET 100's,"2,000",75 BOX,75,"19,500","1,462,500",,,
2003,2022-03,"ARMIA FARMA, APOTIK",YKT027,CYROX KAPLET 100'S,276,50 BOX,50,"46,500","2,325,000",,,
2004,2022-03,"ARMIA FARMA, APOTIK",YKT040,"YEKAFLU (Paracetamol, Salicylamide, CTM, Phenypropanolamin HCl) TABLET 100'S",112,50 BOX,50,"27,500","1,375,000",,,
2005,2022-03,"BERSATU, APTK",DEF012,DECYCLIN KAPSUL 100'S,375,40 POT,40,"29,500","1,180,000",,,
2006,2022-03,"BERSATU, APTK",ERG017,AMLODIPINE 5 MG TABLET 30'S,268,200 BOX,200,"2,400","480,000",,,
2007,2022-03,"BERSATU, APTK",ERT016,ETAGASTRIN KAPSUL 30's,156,30 BOX,30,"11,000","330,000",,,
2008,2022-03,"BERSATU, APTK",IFR149,SELVIM 20 MG KAPLET 50'S,48,30 BOX,30,"22,000","660,000",,,
2009,2022-03,"BERSATU, APTK",MBFG001,ONDANSETRON hci dihidrate 4 MG TAB 30'S,33,20 BOX,20,"11,000","220,000",,,
2010,2022-03,"BERSATU, APTK",NPG011,METRONIDAZOLE 500 MG TABLET 100's,285,27 BOX,27,"16,500","445,500",,,
2011,2022-03,"BERSATU, APTK",NPG033,PAPAVERIN TABLET 100's,137,10 BOX,10,"33,000","330,000",,,
2012,2022-03,"BERSATU, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"6,897",100 BOX,100,"8,500","850,000",,,
2013,2022-03,"BERSATU, APTK",NPG055,"MELOXICAM 7,5 MG TABLET 100'S","1,436",50 BOX,50,"12,500","625,000",,,
2014,2022-03,"BERSATU, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,909,100 BOX,100,"46,000","4,600,000",,,
2015,2022-03,"BERSATU, APTK",NPH017,ALERGEN KAPLET 200'S,360,40 BOX,40,"12,500","500,000",,,
2016,2022-03,"BERSATU, APTK",NPH025,NOVACHLOR KAPSUL 100's,"1,276",20 BOX,20,"59,000","1,180,000",,,
2017,2022-03,"BERSATU, APTK",NPH026,NOVAMOX 500 MG KAPLET 100's,885,100 BOX,100,"49,500","4,950,000",,,
2018,2022-03,"BERSATU, APTK",NPH037,VADROL 4 MG TABLET 100'S,404,15 BOX,15,"31,000","465,000",,,
2019,2022-03,"BERSATU, APTK",NPH068,CEFFORD 125 DS 60 ML,"1,380",120 BTL,120,"6,700","804,000",,,
2020,2022-03,"BERSATU, APTK",RAM011,TERA F KAPLET 100's,843,50 BOX,50,"40,000","2,000,000",,,
2021,2022-03,"BERSATU, APTK",RAM013,REMCO COUGH SYRUP 60 ML,975,500 BTL,500,"4,700","2,350,000",,,
2022,2022-03,"BERSATU, APTK",SMC001,SAMCOBION KAPSUL 100's,"1,683",50 BOX,50,"17,750","887,500",,,
2023,2022-03,"BERSATU, APTK",SOL011,KAMOLAS (Paracetamol 500 mg) Kaplet 100's,178,30 BOX,30,"19,250","577,500",,,
2024,2022-03,"BERSATU, APTK",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP",845,10 BOX,10,"26,000","260,000",,,
2025,2022-03,"BERSATU, APTK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"5,114",500 POT,500,"6,750","3,375,000",,,
2026,2022-03,"BERSATU, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"7,800",200 POT,200,"5,800","1,160,000",,,
2027,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPG045,VITAMIN B COMPLEX KAPLET 100'S,"1,370",408 BOX,408,"4,500","1,836,000",,,
2028,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH007,NOVAGYL 500 MG TABLET 100's,481,264 BOX,264,"22,000","5,808,000",,,
2029,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH011,NOVASTAN 500 MG TABLET 100's,517,200 BOX,200,"25,750","5,150,000",,,
2030,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH017,ALERGEN KAPLET 200'S,782,576 BOX,576,"12,500","7,200,000",,,
2031,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH018,NOVATRIM TABLET 100's,"1,108",132 BOX,132,"23,000","3,036,000",,,
2032,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH026,NOVAMOX 500 MG KAPLET 100's,785,200 BOX,200,"49,500","9,900,000",,,
2033,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH031,NOVAHEKSIN 8 MG TABLET 100'S,145,136 BOX,136,"10,000","1,360,000",,,
2034,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH055,NOVAGESIC KAPLET 100'S (POT),"1,610",540 POT,540,"16,500","8,910,000",,,
2035,2022-03,"BETHESDA BERKAT, APOTEK. PT",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)",472,240 POT,240,"4,000","960,000",,,
2036,2022-03,"BETHESDA BERKAT, APOTEK. PT",RAG021,ACICLOVIR KRIM 5 GR/25'S,"2,044",250 TUBE,250 ,"3,814","953,500",,,
2037,2022-03,"BETHESDA BERKAT, APOTEK. PT",RAM001,CALORTUSIN KAPLET 100's,723,300 BOX,300,"41,000","12,300,000",,,
2038,2022-03,"BETHESDA BERKAT, APOTEK. PT",RAM011,TERA F KAPLET 100's,793,300 BOX,300,"40,000","12,000,000",,,
2039,2022-03,"BETHESDA BERKAT, APOTEK. PT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","9,285","3,000 POT","3,000","3,700","11,100,000",,,
2040,2022-03,"BETHESDA BERKAT, APOTEK. PT",YKT001,PACETIK 500 MG KAPLET 100's,"2,000",150 BOX,150,"19,500","2,925,000",,,
2041,2022-03,"BINJAI FARMA, APTK",AFI020,"SALEP 2-4 (As. salisilat, sulfur praecipitatum) 15 GR POT/10'S",230,60 POT,60,"3,350","201,000",,,
2042,2022-03,"BINJAI FARMA, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,"2,539",300 BOX,300,"7,500","2,250,000",,,
2043,2022-03,"BINJAI FARMA, APTK",ERT028,ETAFEN SYRUP 60 ML,"2,850",250 BTL,250,"4,400","1,100,000",,,
2044,2022-03,"BINJAI FARMA, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"6,797",272 BOX,272,"8,500","2,312,000",,,
2045,2022-03,"BINJAI FARMA, APTK",NPH026,NOVAMOX 500 MG KAPLET 100's,585,100 BOX,100,"49,500","4,950,000",,,
2046,2022-03,"BINJAI FARMA, APTK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"2,185",500 TUBE,500 ,"3,814","1,907,000",,,
2047,2022-03,"BINJAI FARMA, APTK",RAM011,TERA F KAPLET 100's,493,100 BOX,100,"40,000","4,000,000",,,
2048,2022-03,"BINJAI FARMA, APTK",RAM013,REMCO COUGH SYRUP 60 ML,475,300 BTL,300,"4,700","1,410,000",,,
2049,2022-03,"BINJAI FARMA, APTK",SMC018,SAMTACID TABLET 100'S,"1,295",130 BOX,130,"20,650","2,684,500",,,
2050,2022-03,"BINJAI FARMA, APTK",SOL002,ORPHEN 4 MG KAPLET 200'S,425,120 BOX,120,"14,000","1,680,000",,,
2051,2022-03,"BINJAI FARMA, APTK",SOL011,KAMOLAS (Paracetamol 500 mg) Kaplet 100's,178,60 BOX,60,"19,250","1,155,000",,,
2052,2022-03,"BINJAI FARMA, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"2,158",500 POT,500,"7,600","3,800,000",,,
2053,2022-03,"BINJAI FARMA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"7,800","1,000 POT","1,000","5,800","5,800,000",,,
2054,2022-03,"BINTANG TIMUR, APTK",BUF001,BUFACARYL TABLET 100's,260,100 BOX,100,"19,500","1,950,000",,,
2055,2022-03,"BINTANG TIMUR, APTK",DEF014,DENICOL (Chloramphenicol) 250 MG KAPSUL 100'S,65,50 POT,50,"53,500","2,675,000",,,
2056,2022-03,"BINTANG TIMUR, APTK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,783,300 BOX,300,"7,600","2,280,000",,,
2057,2022-03,"BINTANG TIMUR, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,"3,325",100 BTL,100,"4,800","480,000",,,
2058,2022-03,"BINTANG TIMUR, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,826,100 BOX,100,"53,750","5,375,000",,,
2059,2022-03,"BINTANG TIMUR, APTK",IFR030,LOKEV KAPSUL 50'S,175,100 BOX,100,"20,500","2,050,000",,,
2060,2022-03,"BINTANG TIMUR, APTK",IFR119,OXICOBAL 500 MG KAPLET 100'S,72,50 BOX,50,"41,500","2,075,000",,,
2061,2022-03,"BINTANG TIMUR, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,809,64 BOX,64,"46,000","2,944,000",,,
2062,2022-03,"BINTANG TIMUR, APTK",NPH025,NOVACHLOR KAPSUL 100's,"1,256",50 BOX,50,"59,000","2,950,000",,,
2063,2022-03,"BINTANG TIMUR, APTK",NPH052,NOVACHLOR KAPSUL 100'S ( pot ),142,50 POT,50,"51,000","2,550,000",,,
2064,2022-03,"BINTANG TIMUR, APTK",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,"1,470",20 BOX,20,"20,000","400,000",,,
2065,2022-03,"BINTANG TIMUR, APTK",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP",835,72 BOX,72,"26,000","1,872,000",,,
2066,2022-03,"BINTANG TIMUR, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,195,30 BOX,30,"14,500","435,000",,,
2067,2022-03,"AK JAYA, APOTEK",NPH019,NOVAGESIC KAPLET 100'S,267,200 BOX,200,"20,500","4,100,000",,,
2068,2022-03,"AK JAYA, APOTEK",NPH023,NOVAMAG SYRUP 60 ML,"4,084",300 BTL,300,"4,800","1,440,000",,,
2069,2022-03,"AK JAYA, APOTEK",NPH055,NOVAGESIC KAPLET 100'S (POT),"1,070",180 POT,180,"16,500","2,970,000",,,
2070,2022-03,"AK JAYA, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"1,685","1,000 TUBE","1,000 ","3,814","3,814,000",,,
2071,2022-03,"AK JAYA, APOTEK",RAM002,CALORTUSIN SYRUP 60 ML,"1,682","1,500 BTL","1,500","4,500","6,750,000",,,
2072,2022-03,"AK JAYA, APOTEK",RAM013,REMCO COUGH SYRUP 60 ML,"1,643","1,250 BTL","1,250","4,700","5,875,000",,,
2073,2022-03,"AK JAYA, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","6,285","2,000 POT","2,000","3,700","7,400,000",,,
2074,2022-03,"AK JAYA, APOTEK",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP",763,288 BOX,288,"26,000","7,488,000",,,
2075,2022-03,"AK JAYA, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,848,500 BOX,500,"14,500","7,250,000",,,
2076,2022-03,"AK JAYA, APOTEK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"4,614","1,000 POT","1,000","6,750","6,750,000",,,
2077,2022-04,"KELAN ANGGINA, APT",ERT001,ETABION KAPSUL 100'S,710,100 BOX,100,"21,500","2,150,000",,,
2078,2022-04,"KELAN ANGGINA, APT",ERT006,"ETADEX 0,75 MG KAPLET 200'S",218,20 BOX,20,"21,500","430,000",,,
2079,2022-04,"KELAN ANGGINA, APT",ERT021,ETAMOX 500 MG KAPLET 100'S,816,60 BOX,60,"53,750","3,225,000",,,
2080,2022-04,"KELAN ANGGINA, APT",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,"1,614",136 BOX,136,"7,500","1,020,000",,,
2081,2022-04,"KELAN ANGGINA, APT",NPH003,NOVABIOTIC 500 MG KAPLET 100's,324,30 BOX,30,"58,000","1,740,000",,,
2082,2022-04,"KELAN ANGGINA, APT",NPH016,NOVADRYL SYRUP 60 ML,562,120 BTL,120,"3,600","432,000",,,
2083,2022-04,"KELAN ANGGINA, APT",NPH017,ALERGEN KAPLET 200'S,206,144 BOX,144,"12,500","1,800,000",,,
2084,2022-04,"KELAN ANGGINA, APT",NPH023,NOVAMAG SYRUP 60 ML,"3,784",120 BTL,120,"4,800","576,000",,,
2085,2022-04,"KELAN ANGGINA, APT",NPH046,NOVAKID SYRUP 60 ml,435,120 BTL,120,"4,500","540,000",,,
2086,2022-04,"KELAN ANGGINA, APT",NPH069,PARAFEN KAPLET 100's,310,50 BOX,50,"22,500","1,125,000",,,
2087,2022-04,"KELAN ANGGINA, APT",NPH088,ZENTRIS (Cetirine HCl 10 mg) TABLET 100's,306,30 BOX,30,"9,500","285,000",,,
2088,2022-04,"KELAN ANGGINA, APT",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,640,30 BOX,30,"15,000","450,000",,,
2089,2022-04,"KELAN ANGGINA, APT",RAG021,ACICLOVIR KRIM 5 GR/25'S,685,250 TUBE,250 ,"3,814","953,500",,,
2090,2022-04,"KELAN ANGGINA, APT",RAM003,DEXCLOSAN TABLET 100's,148,50 BOX,50,"14,000","700,000",,,
2091,2022-04,"KELAN ANGGINA, APT",RAM011,TERA F KAPLET 100's,393,150 BOX,150,"40,000","6,000,000",,,
2092,2022-04,"KELAN ANGGINA, APT",RAM024,BIOVITAN SYRUP 60 ML,245,50 BTL,50,"4,000","200,000",,,
2093,2022-04,"KELAN ANGGINA, APT",RAM035,RANACID FORTE KAPLET 100'S,60,20 BOX,20,"23,500","470,000",,,
2094,2022-04,"KELAN ANGGINA, APT",SOL004,SOLPENOX 125 MG SYRUP 60 ML,"1,278",180 BTL,180,"4,750","855,000",,,
2095,2022-04,"KELAN ANGGINA, APT",TRM022,LIVTEZIN 10 (Cetirizine HCl 10 mg) KAPLET 100'S,200,50 BOX,50,"12,000","600,000",,,
2096,2022-04,"KELAN ANGGINA, APT",TRM034,BIONCE KAPSUL 100'S,95,30 BOX,30,"18,000","540,000",,,
2097,2022-04,"KELAN ANGGINA, APT",YKT001,PACETIK 500 MG KAPLET 100's,"2,000",75 BOX,75,"19,500","1,462,500",,,
2098,2022-04,"KELAN ANGGINA, APT",YKT003,TRIADENE 20 MG TABLET 100's,43,30 BOX,30,"18,500","555,000",,,
2099,2022-04,"KELAN ANGGINA, APT",YKT009,YEKAPONS 500 MG KAPLET 100'S,184,30 BOX,30,"23,250","697,500",,,
2100,2022-04,"CENTRAL, APT",ERT023,ETAMOXUL SYRUP 60 ML,"1,962",500 BTL,500,"4,000","2,000,000",,,
2101,2022-04,"CENTRAL, APT",IFR072,YUSIMOX SYRUP 60 ML,"4,690","1,200 BTL","1,200","5,200","6,240,000",,,
2102,2022-04,"CENTRAL, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,650,100 BOX,100,"12,500","1,250,000",,,
2103,2022-04,"CENTRAL, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,745,100 BOX,100,"46,000","4,600,000",,,
2104,2022-04,"CENTRAL, APT",NPH019,NOVAGESIC KAPLET 100'S,67,42 BOX,42,"20,500","861,000",,,
2105,2022-04,"CENTRAL, APT",NPH068,CEFFORD 125 DS 60 ML,"1,380",600 BTL,600,"6,700","4,020,000",,,
2106,2022-04,"CENTRAL, APT",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,"1,450",300 BOX,300,"20,000","6,000,000",,,
2107,2022-04,"CENTRAL, APT",RAG021,ACICLOVIR KRIM 5 GR/25'S,435,250 TUBE,250 ,"3,814","953,500",,,
2108,2022-04,"CENTRAL, APT",SMC023,SAMCOFENAC (Diclofenac Sodium) 50 MG TABLET 100'S,435,200 BOX,200,"16,250","3,250,000",,,
2109,2022-04,"CENTRAL, APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,110,100 BOX,100,"46,000","4,600,000",,,
2110,2022-04,"CENTRAL, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","4,285",500 POT,500,"3,700","1,850,000",,,
2111,2022-04,"CENTRAL, APT",TRM023,"DEXDE (Dexamethason 0.5mg, dex-ctm 2mg) TABLET 100'S",180,100 BOX,100,"13,500","1,350,000",,,
2112,2022-04,"PH MEDIKA, APT",NPH009,NOVAMAG TABLET 100's,284,20 BOX,20,"17,500","350,000",,,
2113,2022-04,"PH MEDIKA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,957",20 BOX,20,"46,000","920,000",,,
2114,2022-04,"PH MEDIKA, APT",NPH018,NOVATRIM TABLET 100's,976,20 BOX,20,"23,000","460,000",,,
2115,2022-04,"PH MEDIKA, APT",NPH029,NOVADIUM TABLET 100's,403,20 BOX,20,"11,000","220,000",,,
2116,2022-04,"PH MEDIKA, APT",NPH045,NUVOPEC TABLET 100's,217,20 BOX,20,"16,000","320,000",,,
2117,2022-04,"PH MEDIKA, APT",NPH083,GRICIN 125 MG TABLET 100's,714,20 BOX,20,"32,500","650,000",,,
2118,2022-04,"PH MEDIKA, APT",SOL003,SOLDEXTAM KAPLET 200'S,135,20 BOX,20,"28,050","561,000",,,
2119,2022-04,"PH MEDIKA, APT",TRMG009,ANTASIDA DOEN TABLET 100'S,"2,409",20 BOX,20,"7,800","156,000",,,
2120,2022-04,"PH MEDIKA, APT",YKT009,YEKAPONS 500 MG KAPLET 100'S,154,20 BOX,20,"23,250","465,000",,,
2121,2022-04,"PH MEDIKA, APT",YKT034,LOPURIC (Allupurinol 100 mg) TABLET 100'S,365,20 BOX,20,"21,000","420,000",,,
2122,2022-04,"CITRA SETIA, APTK",ERT009,ETADRYL EXPECTORANT SYRUP 60 ML,"1,215",250 BTL,250,"3,400","850,000",,,
2123,2022-04,"CITRA SETIA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,"3,225",500 BTL,500,"4,800","2,400,000",,,
2124,2022-04,"CITRA SETIA, APTK",ERT028,ETAFEN SYRUP 60 ML,"2,600",94 BTL,94,"4,400","413,600",,,
2125,2022-04,"CITRA SETIA, APTK",NPH005,NOVADIAR SYRUP 60 ML,821,300 BTL,300,"4,100","1,230,000",,,
2126,2022-04,"CITRA SETIA, APTK",NPH008,NOVAKAL 500 MG KAPLET 100's,550,50 BOX,50,"12,500","625,000",,,
2127,2022-04,"CITRA SETIA, APTK",NPH023,NOVAMAG SYRUP 60 ML,"3,664",300 BTL,300,"4,800","1,440,000",,,
2128,2022-04,"CITRA SETIA, APTK",NPH026,NOVAMOX 500 MG KAPLET 100's,485,50 BOX,50,"49,500","2,475,000",,,
2129,2022-04,"CITRA SETIA, APTK",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),"1,242",180 BTL,180,"4,250","765,000",,,
2130,2022-04,"CITRA SETIA, APTK",NPH034,NUVOPEC 15 MG SYRUP 60 ML,"1,385",240 BTL,240,"3,800","912,000",,,
2131,2022-04,"CITRA SETIA, APTK",NPH052,NOVACHLOR KAPSUL 100'S ( pot ),92,30 POT,30,"51,000","1,530,000",,,
2132,2022-04,"CITRA SETIA, APTK",RAG017,AMLODIPINE BESILATE 10 MG TABLET 100'S,258,100 BOX,100,"9,500","950,000",,,
2133,2022-04,"CITRA SETIA, APTK",RAM011,TERA F KAPLET 100's,243,50 BOX,50,"40,000","2,000,000",,,
2134,2022-04,"CITRA SETIA, APTK",RAM052,BROXOLIC 15 MG SYRUP 60 ML,"1,200",200 BTL,200,"3,600","720,000",,,
2135,2022-04,"CITRA SETIA, APTK",SPD007,BROADAPEN 500 MG KAPLET 100'S,54,15 BOX,15,"61,500","922,500",,,
2136,2022-04,"CITRA SETIA, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,348,50 BOX,50,"14,500","725,000",,,
2137,2022-04,"CITRA SETIA, APTK",TRMG009,ANTASIDA DOEN TABLET 100'S,"2,389",100 BOX,100,"7,800","780,000",,,
2138,2022-04,"CITRA SETIA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"7,800",300 POT,300,"5,800","1,740,000",,,
2139,2022-04,"CITRA SETIA, APTK","YKT014
","YEKAPRIM FORTE KAPLET 100'S
",30,30 BOX,30,"41,000","1,230,000",,,
2140,2022-04,"CITRA SETIA, APTK",YKT027,CYROX KAPLET 100'S,226,50 BOX,50,"46,500","2,325,000",,,
2141,2022-05,"PUTRI FARMA 2, APT",ERT001,ETABION KAPSUL 100'S,610,10 BOX,10,"21,500","215,000",,,
2142,2022-05,"PUTRI FARMA 2, APT",IFR021,FAXIDEN 20 MG KAPLET 100'S,150,10 BOX,10,"19,950","199,500",,,
2143,2022-05,"PUTRI FARMA 2, APT",IFR062,CALCIFAR KAPLET 100'S,45,5 BOX,5,"15,800","79,000",,,
2144,2022-05,"PUTRI FARMA 2, APT",IFR063,ALOFAR 100 MG KAPLET 100'S,57,10 BOX,10,"59,500","595,000",,,
2145,2022-05,"PUTRI FARMA 2, APT",IFR065,FASIDOL 500 MG KAPLET 100'S,30,10 BOX,10,"25,750","257,500",,,
2146,2022-05,"PUTRI FARMA 2, APT",NPG006,AMPICILLIN 500 MG KAPLET 100's,415,200 BOX,200,"51,000","10,200,000",,,
2147,2022-05,"PUTRI FARMA 2, APT",NPH003,NOVABIOTIC 500 MG KAPLET 100's,324,10 BOX,10,"58,000","580,000",,,
2148,2022-05,"PUTRI FARMA 2, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,500,5 BOX,5,"12,500","62,500",,,
2149,2022-05,"PUTRI FARMA 2, APT",NPH019,NOVAGESIC KAPLET 100'S,25,15 BOX,15,"20,500","307,500",,,
2150,2022-05,"PUTRI FARMA 2, APT",NPH043,ROSIDON 10 MG TABLET 100's,787,10 BOX,10,"18,000","180,000",,,
2151,2022-05,"PUTRI FARMA 2, APT",NPH083,GRICIN 125 MG TABLET 100's,714,15 BOX,15,"32,500","487,500",,,
2152,2022-05,"FAMILY, APOTEK",IFR064,FARIZOL 500 MG KAPLET 100'S ,27,10 BOX,10,"30,150","301,500",,,
2153,2022-05,"FAMILY, APOTEK",IFR070,SOLINFEC TABLET 50'S,30,5 BOX,5,"38,500","192,500",,,
2154,2022-05,"FAMILY, APOTEK",NPH045,NUVOPEC TABLET 100's,197,5 BOX,5,"16,000","80,000",,,
2155,2022-05,"FAMILY, APOTEK",NPH065,CEFFORD FORTE KAPSUL 100'S,10,5 BOX,5,"70,000","350,000",,,
2156,2022-05,"FAMILY, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,714,10 BOX,10,"32,500","325,000",,,
2157,2022-05,"FAMILY, APOTEK",RAM010,RANACID TABLET 100's,156,10 BOX,10,"15,000","150,000",,,
2158,2022-05,"FAMILY, APOTEK",TRM023,"DEXDE (Dexamethason 0.5mg, dex-ctm 2mg) TABLET 100'S",80,10 BOX,10,"13,500","135,000",,,
2159,2022-05,"FAMILY, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",87,10 BOX,10,"32,500","325,000",,,
2160,2022-05,"FAMILY, APOTEK",YKT027,CYROX KAPLET 100'S,176,10 BOX,10,"46,500","465,000",,,
2161,2022-05,"TAMBA JAYA, APT",DEF012,DECYCLIN KAPSUL 100'S,335,24 POT,24,"29,500","708,000",,,
2162,2022-05,"TAMBA JAYA, APT",ERT021,ETAMOX 500 MG KAPLET 100'S,756,50 BOX,50,"53,750","2,687,500",,,
2163,2022-05,"TAMBA JAYA, APT",LAN001,"LANADEXON 0,5 MG KALPET 100'S",30,30 BOX,30,"12,000","360,000",,,
2164,2022-05,"TAMBA JAYA, APT",MBFG001,ONDANSETRON hci dihidrate 4 MG TAB 30'S,64,50 BOX,50,"11,000","550,000",,,
2165,2022-05,"TAMBA JAYA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,937",50 BOX,50,"46,000","2,300,000",,,
2166,2022-05,"TAMBA JAYA, APT",NPH029,NOVADIUM TABLET 100's,383,30 BOX,30,"11,000","330,000",,,
2167,2022-05,"TAMBA JAYA, APT",NPH037,VADROL 4 MG TABLET 100'S,389,30 BOX,30,"31,000","930,000",,,
2168,2022-05,"TAMBA JAYA, APT",NPH044,NOVAXIFEN 400 MG TABLET 100's,532,30 BOX,30,"31,500","945,000",,,
2169,2022-05,"TAMBA JAYA, APT",NPH045,NUVOPEC TABLET 100's,192,30 BOX,30,"16,000","480,000",,,
2170,2022-05,"TAMBA JAYA, APT",RAM010,RANACID TABLET 100's,146,50 BOX,50,"15,000","750,000",,,
2171,2022-05,"TAMBA JAYA, APT",RAM011,TERA F KAPLET 100's,193,50 BOX,50,"40,000","2,000,000",,,
2172,2022-05,"TAMBA JAYA, APT",TRM010,SEVOS 8 MG TABLET 100'S,85,30 BOX,30,"30,500","915,000",,,
2173,2022-05,"TAMBA JAYA, APT",TRM019,"TRIMABION (Vit B1, B6, B12) TABLET 100'S",158,30 BOX,30,"33,500","1,005,000",,,
2174,2022-05,"TAMBA JAYA, APT",YKT020,KATERGI TABLET 100's,518,30 BOX,30,"28,500","855,000",,,
2175,2022-05,"YASSER, CV. APT",ERT001,ETABION KAPSUL 100'S,600,10 BOX,10,"21,500","215,000",,,
2176,2022-05,"YASSER, CV. APT",IFR052,LERZIN KAPSUL 50's,42,20 BOX,20,"19,600","392,000",,,
2177,2022-05,"YASSER, CV. APT",IFR063,ALOFAR 100 MG KAPLET 100'S,47,30 BOX,30,"59,500","1,785,000",,,
2178,2022-05,"YASSER, CV. APT",IFR065,FASIDOL 500 MG KAPLET 100'S,20,15 BOX,15,"25,750","386,250",,,
2179,2022-05,"YASSER, CV. APT",IFR093,SELVIM 10 MG KAPLET 50's,25,10 BOX,10,"16,000","160,000",,,
2180,2022-05,"YASSER, CV. APT",IFR109,FASIDOL FORTE 650 MG KAPLET 100'S,20,10 BOX,10,"31,500","315,000",,,
2181,2022-05,"YASSER, CV. APT",IFR149,SELVIM 20 MG KAPLET 50'S,18,10 BOX,10,"22,000","220,000",,,
2182,2022-05,"YASSER, CV. APT",NPG006,AMPICILLIN 500 MG KAPLET 100's,215,140 BOX,140,"51,000","7,140,000",,,
2183,2022-05,"YASSER, CV. APT",NPH008,NOVAKAL 500 MG KAPLET 100's,495,10 BOX,10,"12,500","125,000",,,
2184,2022-05,"YASSER, CV. APT",RAM011,TERA F KAPLET 100's,143,10 BOX,10,"40,000","400,000",,,
2185,2022-05,"YASSER, CV. APT",SMC018,SAMTACID TABLET 100'S,"1,165",10 BOX,10,"20,650","206,500",,,
2186,2022-05,"YASSER, CV. APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,10,10 BOX,10,"46,000","460,000",,,
2187,2022-05,"YASSER, CV. APT",SPD004,MEXON TABLET 100'S,654,10 BOX,10,"20,000","200,000",,,
2188,2022-05,"YASSER, CV. APT",YKT020,KATERGI TABLET 100's,488,3 BOX,3,"28,500","85,500",,,
2189,2022-06,"PALOPAT FARMA, APT",DEF012,DECYCLIN KAPSUL 100'S,311,10 POT,10,"29,500","295,000",,,
2190,2022-06,"PALOPAT FARMA, APT",ERT010,ETAFEN 400 MG TABLET 100'S,"1,328",50 BOX,50,"25,000","1,250,000",,,
2191,2022-06,"PALOPAT FARMA, APT",ERT023,ETAMOXUL SYRUP 60 ML,"1,462",50 BTL,50,"4,000","200,000",,,
2192,2022-06,"PALOPAT FARMA, APT",IFR013,ELTAZON KAPLET 100'S/BLISTER,48,1 BOX,1,"15,750","15,750",,,
